Date,Weekday,Unit,MedicationType,Drug,IsRestockDay,StockLevel,Shortage,Delivered,Returned,DaysSupply,AvgTimeInStorage_days,WorkloadMin,PickAccuracy_pct,ErrorRate_per100,InventoryAdjustment_pct
2026-03-10,Tuesday,Surgery,Antidiabetics,METFORMINE VI 850MG,No,80,No,42,16,2,2.4,51,98.0,2.3,3.9
2026-03-10,Tuesday,Surgery,Neurology/Psych,XANAX 0.25MG,No,92,No,25,6,2,2.1,47,100,1.2,2.8
2026-03-10,Tuesday,Surgery,Perfusions/IV,GLUCOSE 5% 100ML,No,58,No,67,15,2,3.6,66,100,2.7,4.6
2026-03-10,Tuesday,Orthopaedics,Antibiotics,AMOXICLAV SZ 875/125,No,64,Yes,33,6,2,5.2,48,99.1,0.3,2.2
2026-03-10,Tuesday,Orthopaedics,Analgesics,OXYNORM INSTANT 5MG,No,77,No,38,9,2,3.7,46,97.3,1.0,3.2
2026-03-10,Tuesday,Orthopaedics,Cardiovascular,LIPITOR 40MG,No,68,No,28,7,2,4.8,33,95.4,0.1,2.0
2026-03-10,Tuesday,Orthopaedics,Anticoagulants,CLEXANE 60MG,No,60,No,55,16,2,4.4,33,97.2,0.7,4.6
2026-03-10,Tuesday,Orthopaedics,Diuretics,SPIRONOLACTONE EG 25MG,No,82,No,32,7,2,3.4,36,94.6,2.4,3.4
2026-03-10,Tuesday,Orthopaedics,Neurology/Psych,DIAZEPAM EG 10MG,No,77,No,36,9,2,4.7,30,99.7,3.1,4.2
2026-03-10,Tuesday,Oncology,Analgesics,TARADYL 10MG,No,64,No,42,4,2,1.8,59,97.6,1.7,3.9
2026-03-10,Tuesday,Oncology,Cardiovascular,CEDOCARD 10MG,No,63,No,31,6,2,1.5,52,96.0,1.9,1.6
2026-03-10,Tuesday,Oncology,Anticoagulants,CLEXANE 40MG,No,57,No,24,3,2,1.8,52,97.9,1.7,2.1
2026-03-10,Tuesday,Oncology,Diuretics,FUROSEMIDE EG 40MG,No,84,No,21,3,2,1.6,56,98.9,1.8,4.8
2026-03-10,Tuesday,Oncology,Antidiabetics,FORXIGA 10MG,No,92,No,69,12,2,1.9,46,94.8,1.5,2.7
2026-03-10,Tuesday,Oncology,Neurology/Psych,HALDOL 2MG/ML,No,38,No,22,2,2,2.4,43,97.1,4.0,4.3
2026-03-10,Tuesday,Oncology,Gastro/Digestive,NEXIAM 20MG,No,54,Yes,37,4,2,0.5,55,97.9,1.3,0.2
2026-03-10,Tuesday,Psychiatry,Cardiovascular,ENTRESTO 49MG,No,78,No,28,2,7,7.0,27,95.8,3.4,7.0
2026-03-10,Tuesday,Psychiatry,Anticoagulants,ELIQUIS 5MG,No,47,No,34,2,7,7.3,30,95.7,1.3,0.3
2026-03-10,Tuesday,Psychiatry,Diuretics,KALIUM RETARD 600MG,No,52,No,24,2,7,7.5,31,99.2,2.1,4.0
2026-03-10,Tuesday,Psychiatry,Respiratory,PULMICORT 1MG,No,86,No,12,0,7,10.2,36,100,1.4,3.4
2026-03-10,Tuesday,Psychiatry,Neurology/Psych,LORAZEPAM EG 1MG,No,99,No,43,3,7,8.0,23,95.5,2.2,3.5
2026-03-10,Tuesday,Psychiatry,Gastro/Digestive,ENTEROL 250MG,No,96,No,59,2,7,8.8,25,99.8,2.4,3.7
2026-03-10,Tuesday,Neurology,Antibiotics,PIPERACILL/TAZOBACT 4G,No,56,No,38,7,2,2.6,35,98.5,2.3,3.3
2026-03-10,Tuesday,Neurology,Cardiovascular,CEDOCARD 10MG,No,94,No,51,4,2,2.6,43,99.3,0.9,5.5
2026-03-10,Tuesday,Neurology,Anticoagulants,PRADAXA 150MG,No,30,No,51,6,2,5.2,54,98.6,3.4,2.2
2026-03-10,Tuesday,Neurology,Diuretics,LASIX 20MG,No,67,No,34,6,2,2.3,45,95.8,2.0,0.7
2026-03-10,Tuesday,Neurology,Antidiabetics,EZETIMIBE EG 10MG,No,39,No,27,4,2,4.4,41,95.7,1.8,4.4
2026-03-10,Tuesday,Neurology,Neurology/Psych,DIAZEPAM EG 10MG,No,87,No,54,7,2,3.7,28,99.1,2.0,5.9
2026-03-10,Tuesday,Neurology,Gastro/Digestive,BUSCOPAN 10MG,No,62,Yes,19,1,2,3.6,54,98.8,1.3,4.0
2026-03-10,Tuesday,Neurology,Perfusions/IV,NACL 0.9% 500ML,No,59,No,32,4,2,3.3,45,94.0,1.8,6.9
2026-03-10,Tuesday,Emergency,Antibiotics,CLAMOXYL 1G,No,12,No,30,7,2,1.2,48,100,2.7,6.0
2026-03-10,Tuesday,Emergency,Analgesics,TARADYL 10MG,No,76,No,65,24,2,0.5,73,94.1,1.6,2.1
2026-03-10,Tuesday,Emergency,Anticoagulants,ELIQUIS 5MG,No,89,No,32,9,2,0.6,73,100.0,1.5,4.2
2026-03-10,Tuesday,Emergency,Respiratory,PULMICORT 1MG,No,2,No,21,4,2,1.2,68,98.6,1.6,2.8
2026-03-10,Tuesday,Emergency,Gastro/Digestive,PRIMPERAN 10MG,No,100,No,26,9,2,0.5,78,99.8,1.6,2.1
2026-03-10,Tuesday,Emergency,Perfusions/IV,NACL 0.9% 250ML,No,85,No,18,6,2,0.5,73,95.4,2.9,1.6
2026-03-10,Tuesday,Geriatrics,Antibiotics,PIPERACILL/TAZOBACT 4G,No,64,Yes,31,4,2,5.5,34,95.1,2.1,4.0
2026-03-10,Tuesday,Geriatrics,Cardiovascular,LIPITOR 40MG,No,59,No,49,5,2,6.7,41,94.8,0.1,2.3
2026-03-10,Tuesday,Geriatrics,Anticoagulants,ELIQUIS 5MG,No,67,No,31,3,2,7.4,40,97.4,1.5,0.9
2026-03-10,Tuesday,Geriatrics,Diuretics,BURINEX 1MG,No,43,No,51,3,2,7.5,36,100,1.7,6.7
2026-03-10,Tuesday,Geriatrics,Respiratory,OXYGENE MEDICAL S05,No,78,No,28,4,2,5.2,36,98.2,2.0,4.2
2026-03-10,Tuesday,Geriatrics,Gastro/Digestive,MOVICOL SACHET,No,47,No,50,7,2,6.4,35,99.2,1.2,4.9
2026-03-10,Tuesday,Pneumology,Antibiotics,CLAMOXYL 1G,No,62,No,19,5,2,0.6,33,99.2,0.1,1.5
2026-03-10,Tuesday,Pneumology,Analgesics,IBUPROFEN EG 600MG,No,74,No,43,5,2,1.1,29,97.1,0,3.2
2026-03-10,Tuesday,Pneumology,Cardiovascular,ENTRESTO 49MG,No,62,No,32,7,2,2.6,36,96.1,1.3,0
2026-03-10,Tuesday,Pneumology,Anticoagulants,CLEXANE 60MG,No,48,No,18,2,2,2.2,36,96.4,0.2,2.0
2026-03-10,Tuesday,Pneumology,Respiratory,DUOVENT 4ML,No,58,No,43,10,2,5.5,35,97.9,0,3.1
2026-03-10,Tuesday,Pneumology,Antidiabetics,EZETIMIBE EG 10MG,No,84,No,28,6,2,4.5,19,95.2,3.8,1.2
2026-03-10,Tuesday,Pneumology,Neurology/Psych,LORAZEPAM EG 1MG,No,69,No,14,3,2,2.1,45,98.1,0.1,0
2026-03-10,Tuesday,Pneumology,Gastro/Digestive,PANTOMED 40MG,No,68,No,24,5,2,3.7,29,97.5,0,5.0
2026-03-10,Tuesday,Pneumology,Perfusions/IV,NACL 0.9% 100ML,No,76,No,32,7,2,2.4,32,97.2,3.3,0
2026-03-10,Tuesday,Gastro,Analgesics,OXYNORM INSTANT 5MG,No,37,No,61,15,2,2.5,38,97.8,2.6,4.4
2026-03-10,Tuesday,Gastro,Cardiovascular,ENTRESTO 49MG,No,55,No,49,5,2,4.5,32,98.1,2.5,1.1
2026-03-10,Tuesday,Gastro,Anticoagulants,CLEXANE 80MG,No,42,No,49,7,2,2.3,36,95.2,0.3,4.1
2026-03-10,Tuesday,Gastro,Respiratory,LYSOMUCIL 10% 300MG,No,43,No,38,7,2,4.1,27,99.6,0.4,3.1
2026-03-10,Tuesday,Gastro,Antidiabetics,EZETIMIBE EG 10MG,No,95,No,19,3,2,2.6,33,100,1.9,4.9
2026-03-10,Tuesday,Gastro,Neurology/Psych,DIAZEPAM EG 10MG,No,85,No,43,13,2,1.0,33,94.9,2.4,6.0
2026-03-10,Tuesday,Gastro,Gastro/Digestive,NEXIAM 20MG,No,59,No,64,17,2,0.5,34,96.6,1.1,5.9
2026-03-10,Tuesday,Gastro,Perfusions/IV,NACL 0.9% 500ML,No,55,No,51,15,2,2.9,29,98.3,1.8,4.5
2026-03-11,Wednesday,Cardiology,Analgesics,TRADONAL ODIS 50MG,Yes,49,Yes,35,4,3,2.9,56,96.8,0.9,1.4
2026-03-11,Wednesday,Cardiology,Cardiovascular,BISOPROLOL VI 5MG,Yes,100,No,55,11,3,2.8,53,97.2,4.9,2.2
2026-03-11,Wednesday,Cardiology,Anticoagulants,ELIQUIS 5MG,Yes,89,Yes,45,9,3,3.6,53,95.6,1.0,0
2026-03-11,Wednesday,Cardiology,Diuretics,FUROSEMIDE EG 40MG,Yes,62,No,54,8,3,3.4,57,100,2.5,2.6
2026-03-11,Wednesday,Cardiology,Respiratory,ATROVENT 0.25MG,Yes,52,No,38,9,3,3.0,42,96.4,2.2,4.7
2026-03-11,Wednesday,Cardiology,Antidiabetics,FORXIGA 10MG,Yes,89,No,42,9,3,3.4,62,98.7,1.6,1.0
2026-03-11,Wednesday,Cardiology,Neurology/Psych,XANAX 0.25MG,Yes,64,No,10,2,3,3.7,43,95.5,2.8,4.4
2026-03-11,Wednesday,Cardiology,Perfusions/IV,PARACETAMOL BBR 1G,Yes,69,No,12,3,3,1.8,42,97.1,3.2,5.7
2026-03-11,Wednesday,Surgery,Antibiotics,CLAMOXYL 1G,Yes,69,Yes,31,11,3,3.3,58,98.8,2.4,5.1
2026-03-11,Wednesday,Surgery,Analgesics,OXYNORM INSTANT 5MG,Yes,66,No,41,7,3,1.6,74,98.9,2.1,5.8
2026-03-11,Wednesday,Surgery,Cardiovascular,CEDOCARD 10MG,Yes,99,No,37,14,3,2.8,65,98.7,3.5,0
2026-03-11,Wednesday,Surgery,Anticoagulants,CLEXANE 40MG,Yes,65,No,18,4,3,2.0,61,97.6,2.1,0.5
2026-03-11,Wednesday,Surgery,Respiratory,DUOVENT 4ML,Yes,75,No,20,8,3,2.2,80,98.3,2.0,4.3
2026-03-11,Wednesday,Surgery,Neurology/Psych,ZOLPIDEM EG 10MG,Yes,38,Yes,30,5,3,0.8,58,100,0.4,3.3
2026-03-11,Wednesday,Surgery,Gastro/Digestive,PRIMPERAN 10MG,Yes,73,No,26,10,3,4.7,86,99.6,0.6,3.3
2026-03-11,Wednesday,Surgery,Perfusions/IV,NACL 0.9% 500ML,Yes,73,No,23,10,3,4.0,82,95.9,1.7,6.9
2026-03-11,Wednesday,Orthopaedics,Antibiotics,AMOXICLAV SZ 875/125,Yes,80,No,49,12,3,2.5,51,96.1,0,2.3
2026-03-11,Wednesday,Orthopaedics,Analgesics,MORPHINE HCL 10MG,Yes,60,No,46,14,3,2.5,30,98.6,2.7,5.0
2026-03-11,Wednesday,Orthopaedics,Cardiovascular,CEDOCARD 10MG,Yes,50,No,28,6,3,4.7,61,97.1,0.9,4.0
2026-03-11,Wednesday,Orthopaedics,Anticoagulants,SINTROM 1MG,Yes,53,No,47,15,3,3.8,52,97.6,2.2,7.0
2026-03-11,Wednesday,Orthopaedics,Neurology/Psych,XANAX 0.25MG,Yes,49,No,27,7,3,1.7,39,98.3,2.1,5.0
2026-03-11,Wednesday,Orthopaedics,Gastro/Digestive,ENTEROL 250MG,Yes,56,No,29,5,3,4.1,43,99.0,2.8,1.0
2026-03-11,Wednesday,Oncology,Antibiotics,PIPERACILL/TAZOBACT 4G,Yes,55,No,27,4,3,2.0,70,98.3,0.9,2.6
2026-03-11,Wednesday,Oncology,Analgesics,TRADONAL ODIS 50MG,Yes,75,No,57,4,3,1.2,63,94.9,1.1,4.0
2026-03-11,Wednesday,Oncology,Cardiovascular,LIPITOR 40MG,Yes,84,No,30,3,3,2.9,62,98.1,2.8,1.5
2026-03-11,Wednesday,Oncology,Diuretics,BURINEX 1MG,Yes,85,No,25,4,3,3.1,63,96.4,2.3,6.7
2026-03-11,Wednesday,Oncology,Antidiabetics,FORXIGA 10MG,Yes,33,Yes,59,8,3,2.2,78,93.6,1.6,2.0
2026-03-11,Wednesday,Oncology,Neurology/Psych,LORAZEPAM EG 1MG,Yes,100,No,39,4,3,2.8,61,98.9,3.1,4.7
2026-03-11,Wednesday,Oncology,Gastro/Digestive,PANTOMED 40MG,Yes,17,No,34,3,3,3.1,61,95.2,3.7,3.0
2026-03-11,Wednesday,Oncology,Perfusions/IV,GLUCOSE 5% 100ML,Yes,11,Yes,31,4,3,1.5,53,99.5,1.4,1.8
2026-03-11,Wednesday,Psychiatry,Antibiotics,CIPROFLOXACINE TV 500,Yes,60,No,36,2,7,6.7,44,95.9,1.9,0.2
2026-03-11,Wednesday,Psychiatry,Cardiovascular,ENTRESTO 49MG,Yes,62,No,41,2,7,8.5,29,100,2.7,2.9
2026-03-11,Wednesday,Psychiatry,Anticoagulants,CLEXANE 60MG,Yes,80,No,24,1,7,7.3,25,100,0.3,4.1
2026-03-11,Wednesday,Psychiatry,Diuretics,BURINEX 1MG,Yes,57,No,20,2,7,8.3,39,98.0,0.9,3.0
2026-03-11,Wednesday,Psychiatry,Respiratory,OXYGENE MEDICAL S05,Yes,72,No,16,1,7,8.5,34,98.5,1.6,2.1
2026-03-11,Wednesday,Psychiatry,Neurology/Psych,XANAX 0.25MG,Yes,45,No,41,3,7,8.7,40,97.6,1.5,6.0
2026-03-11,Wednesday,Psychiatry,Gastro/Digestive,PANTOMED 40MG,Yes,63,No,46,3,7,8.6,38,100,0.6,0
2026-03-11,Wednesday,Psychiatry,Perfusions/IV,NACL 0.9% 100ML,Yes,64,No,38,2,7,9.3,44,96.7,4.1,4.2
2026-03-11,Wednesday,Neurology,Analgesics,OXYNORM INSTANT 5MG,Yes,23,Yes,40,5,3,5.2,44,94.7,1.2,2.0
2026-03-11,Wednesday,Neurology,Cardiovascular,CEDOCARD 10MG,Yes,86,No,45,5,3,3.9,55,99.1,2.8,2.2
2026-03-11,Wednesday,Neurology,Anticoagulants,CLEXANE 60MG,Yes,39,No,68,7,3,4.6,39,100,1.2,1.0
2026-03-11,Wednesday,Neurology,Diuretics,SPIRONOLACTONE EG 25MG,Yes,69,No,30,6,3,4.8,45,98.1,3.3,1.2
2026-03-11,Wednesday,Neurology,Respiratory,PULMICORT 1MG,Yes,81,No,37,5,3,3.0,46,97.3,1.9,4.7
2026-03-11,Wednesday,Neurology,Antidiabetics,METFORMINE VI 850MG,Yes,31,Yes,24,2,3,2.4,72,95.4,0.4,1.9
2026-03-11,Wednesday,Neurology,Neurology/Psych,DIAZEPAM EG 10MG,Yes,82,No,60,12,3,2.8,43,92.7,0.8,6.1
2026-03-11,Wednesday,Neurology,Gastro/Digestive,NEXIAM 20MG,Yes,94,No,17,1,3,2.4,71,97.8,1.8,3.2
2026-03-11,Wednesday,Neurology,Perfusions/IV,NACL 0.9% 100ML,Yes,52,Yes,27,2,3,4.2,37,99.0,1.4,1.9
2026-03-11,Wednesday,Emergency,Antibiotics,CEFAZOLINE VI 1G,Yes,68,No,29,13,3,0.5,85,94.9,2.4,4.7
2026-03-11,Wednesday,Emergency,Analgesics,TARADYL 10MG,Yes,54,No,64,16,3,0.7,70,99.7,2.6,2.1
2026-03-11,Wednesday,Emergency,Anticoagulants,ELIQUIS 5MG,Yes,30,Yes,33,12,3,0.5,76,96.6,3.2,5.5
2026-03-11,Wednesday,Emergency,Respiratory,DUOVENT 4ML,Yes,14,No,31,17,3,2.4,66,95.6,1.8,2.6
2026-03-11,Wednesday,Emergency,Neurology/Psych,HALDOL 2MG/ML,Yes,35,No,18,9,3,2.2,87,95.0,0,6.9
2026-03-11,Wednesday,Emergency,Gastro/Digestive,BUSCOPAN 10MG,Yes,40,No,24,9,3,0.5,73,96.6,0.5,0.8
2026-03-11,Wednesday,Emergency,Perfusions/IV,NACL 0.9% 250ML,Yes,57,No,47,12,3,0.5,72,96.7,1.0,3.6
2026-03-11,Wednesday,Geriatrics,Antibiotics,CEFAZOLINE VI 1G,Yes,96,No,39,4,3,8.7,32,96.7,2.5,3.8
2026-03-11,Wednesday,Geriatrics,Cardiovascular,CEDOCARD 10MG,Yes,92,No,57,8,3,5.5,49,96.9,0.9,5.9
2026-03-11,Wednesday,Geriatrics,Diuretics,BURINEX 1MG,Yes,63,No,41,5,3,4.7,36,98.5,1.9,2.3
2026-03-11,Wednesday,Geriatrics,Antidiabetics,METFORMINE VI 850MG,Yes,74,No,45,4,3,6.8,33,98.7,2.1,2.6
2026-03-11,Wednesday,Geriatrics,Neurology/Psych,ZOLPIDEM EG 10MG,Yes,26,No,33,3,3,4.4,58,100,2.9,0.2
2026-03-11,Wednesday,Geriatrics,Gastro/Digestive,BUSCOPAN 10MG,Yes,49,Yes,52,3,3,5.0,43,98.6,2.3,1.7
2026-03-11,Wednesday,Pneumology,Antibiotics,CIPROFLOXACINE TV 500,Yes,55,No,45,4,3,5.2,58,93.7,3.0,4.4
2026-03-11,Wednesday,Pneumology,Analgesics,IBUPROFEN EG 600MG,Yes,47,Yes,28,6,3,3.9,52,98.9,1.4,5.1
2026-03-11,Wednesday,Pneumology,Cardiovascular,AMLOR 5MG,Yes,68,No,50,6,3,3.4,42,95.9,1.9,0
2026-03-11,Wednesday,Pneumology,Diuretics,HYGROTON 50MG,Yes,88,No,20,2,3,2.7,65,95.3,1.0,5.5
2026-03-11,Wednesday,Pneumology,Respiratory,DUOVENT 4ML,Yes,76,No,50,8,3,2.3,45,95.8,1.2,7.1
2026-03-11,Wednesday,Pneumology,Antidiabetics,METFORMINE VI 850MG,Yes,69,No,27,3,3,2.3,37,97.3,1.6,1.1
2026-03-11,Wednesday,Pneumology,Perfusions/IV,PARACETAMOL BBR 1G,Yes,67,No,9,2,3,2.5,51,98.5,1.5,3.5
2026-03-11,Wednesday,Gastro,Analgesics,IBUPROFEN EG 600MG,Yes,84,No,47,12,3,2.3,36,98.8,0,3.2
2026-03-11,Wednesday,Gastro,Anticoagulants,CLEXANE 80MG,Yes,71,Yes,20,3,3,2.0,49,100,1.3,3.3
2026-03-11,Wednesday,Gastro,Antidiabetics,TOUJEO 300UI,Yes,56,No,11,3,3,2.8,31,95.8,2.7,4.3
2026-03-11,Wednesday,Gastro,Neurology/Psych,HALDOL 2MG/ML,Yes,55,No,25,7,3,1.9,38,94.8,1.7,4.6
2026-03-11,Wednesday,Gastro,Gastro/Digestive,NEXIAM 20MG,Yes,77,No,30,6,3,3.7,49,97.6,1.5,3.4
2026-03-11,Wednesday,Gastro,Perfusions/IV,NACL 0.9% 250ML,Yes,84,No,75,11,3,1.5,41,96.6,2.1,3.0
2026-03-12,Thursday,Cardiology,Antibiotics,CLAMOXYL 1G,No,29,No,29,3,2,3.7,44,96.9,1.9,2.3
2026-03-12,Thursday,Cardiology,Cardiovascular,CORDARONE 150MG,No,86,No,46,12,2,2.8,37,100,1.8,3.7
2026-03-12,Thursday,Cardiology,Anticoagulants,SINTROM 1MG,No,74,No,31,7,2,2.6,43,99.0,2.4,2.6
2026-03-12,Thursday,Cardiology,Diuretics,HYGROTON 50MG,No,38,No,27,5,2,3.6,39,99.2,1.7,0
2026-03-12,Thursday,Cardiology,Neurology/Psych,HALDOL 2MG/ML,No,77,No,32,5,2,4.0,35,95.6,2.9,4.0
2026-03-12,Thursday,Cardiology,Gastro/Digestive,PANTOMED 40MG,No,33,No,18,5,2,2.8,32,97.6,2.1,3.2
2026-03-12,Thursday,Surgery,Antibiotics,PIPERACILL/TAZOBACT 4G,No,72,No,36,15,2,3.4,54,97.2,2.1,4.7
2026-03-12,Thursday,Surgery,Analgesics,MORPHINE HCL 10MG,No,93,No,34,7,2,3.0,56,95.4,2.0,6.2
2026-03-12,Thursday,Surgery,Anticoagulants,ELIQUIS 5MG,No,60,No,27,4,2,0.9,55,97.4,3.3,4.4
2026-03-12,Thursday,Surgery,Diuretics,HYGROTON 50MG,No,52,No,37,6,2,2.5,61,98.1,0.1,1.5
2026-03-12,Thursday,Surgery,Respiratory,ATROVENT 0.25MG,No,42,No,13,3,2,0.7,57,95.1,2.6,0
2026-03-12,Thursday,Surgery,Antidiabetics,JARDIANCE 10MG,No,74,No,27,9,2,2.4,60,98.4,1.2,6.3
2026-03-12,Thursday,Surgery,Neurology/Psych,XANAX 0.25MG,No,55,No,6,2,2,1.2,54,97.7,0.4,8.3
2026-03-12,Thursday,Surgery,Gastro/Digestive,ENTEROL 250MG,No,52,No,17,5,2,1.6,52,93.6,1.5,3.1
2026-03-12,Thursday,Surgery,Perfusions/IV,NACL 0.9% 250ML,No,53,No,30,6,2,0.6,42,95.8,3.4,4.7
2026-03-12,Thursday,Orthopaedics,Antibiotics,CIPROFLOXACINE TV 500,No,63,No,54,14,2,4.4,43,96.2,1.1,5.2
2026-03-12,Thursday,Orthopaedics,Analgesics,MORPHINE HCL 10MG,No,51,No,28,5,2,2.7,27,99.3,2.7,3.6
2026-03-12,Thursday,Orthopaedics,Cardiovascular,BISOPROLOL VI 5MG,No,47,No,30,4,2,2.4,33,98.8,2.5,5.2
2026-03-12,Thursday,Orthopaedics,Anticoagulants,CLEXANE 60MG,No,95,Yes,27,3,2,5.1,39,100,1.1,3.6
2026-03-12,Thursday,Orthopaedics,Diuretics,KALIUM RETARD 600MG,No,68,No,38,8,2,2.6,43,98.9,2.9,5.5
2026-03-12,Thursday,Orthopaedics,Gastro/Digestive,PRIMPERAN 10MG,No,44,No,21,2,2,2.5,39,95.6,2.1,0
2026-03-12,Thursday,Oncology,Antibiotics,CEFAZOLINE VI 1G,No,48,No,13,2,2,2.4,45,100,1.9,2.1
2026-03-12,Thursday,Oncology,Analgesics,MORPHINE HCL 10MG,No,25,No,52,10,2,3.0,54,96.1,2.9,5.4
2026-03-12,Thursday,Oncology,Cardiovascular,ENTRESTO 49MG,No,47,No,37,7,2,3.2,66,99.9,0.7,1.7
2026-03-12,Thursday,Oncology,Anticoagulants,CLEXANE 80MG,No,68,Yes,33,3,2,3.3,36,96.4,4.0,6.7
2026-03-12,Thursday,Oncology,Diuretics,KALIUM RETARD 600MG,No,50,No,32,4,2,3.8,54,100,2.3,1.9
2026-03-12,Thursday,Oncology,Respiratory,ATROVENT 0.25MG,No,39,No,34,4,2,2.6,46,93.2,2.4,2.2
2026-03-12,Thursday,Oncology,Antidiabetics,METFORMINE VI 850MG,No,28,No,51,9,2,2.3,61,98.9,2.4,6.5
2026-03-12,Thursday,Oncology,Neurology/Psych,HALDOL 2MG/ML,No,64,No,35,5,2,2.0,48,95.9,0,4.1
2026-03-12,Thursday,Oncology,Gastro/Digestive,MOVICOL SACHET,No,58,No,32,5,2,2.2,51,97.3,1.7,4.5
2026-03-12,Thursday,Oncology,Perfusions/IV,NACL 0.9% 500ML,No,61,No,38,3,2,2.4,46,96.9,1.5,0
2026-03-12,Thursday,Psychiatry,Analgesics,OXYNORM INSTANT 5MG,No,62,No,30,1,7,8.3,31,99.4,0.6,1.7
2026-03-12,Thursday,Psychiatry,Cardiovascular,ENTRESTO 49MG,No,21,No,38,3,7,7.1,35,94.7,1.9,1.1
2026-03-12,Thursday,Psychiatry,Respiratory,PULMICORT 1MG,No,52,No,21,1,7,9.7,29,100,1.3,1.6
2026-03-12,Thursday,Psychiatry,Neurology/Psych,LORAZEPAM EG 1MG,No,68,No,28,1,7,8.9,23,96.9,3.0,6.0
2026-03-12,Thursday,Psychiatry,Gastro/Digestive,PANTOMED 40MG,No,45,No,35,2,7,8.9,37,95.5,1.8,3.9
2026-03-12,Thursday,Psychiatry,Perfusions/IV,GLUCOSE 5% 100ML,No,47,No,43,2,7,8.1,23,98.3,3.1,5.9
2026-03-12,Thursday,Neurology,Analgesics,DAFALGAN 1G,No,57,No,37,8,2,3.6,39,99.1,1.8,2.4
2026-03-12,Thursday,Neurology,Cardiovascular,CORDARONE 150MG,No,48,No,44,4,2,3.7,24,98.0,3.6,4.8
2026-03-12,Thursday,Neurology,Anticoagulants,CLEXANE 60MG,No,56,No,46,10,2,4.2,39,95.1,0.0,3.2
2026-03-12,Thursday,Neurology,Neurology/Psych,SEDISTRESS 200MG,No,67,No,34,3,2,2.5,40,99.7,3.0,3.1
2026-03-12,Thursday,Neurology,Perfusions/IV,NACL 0.9% 500ML,No,73,No,46,8,2,5.3,39,100,2.0,1.9
2026-03-12,Thursday,Emergency,Antibiotics,FLUCLOXACILLINE FK 2G,No,19,No,45,16,2,3.2,57,100,0.9,2.3
2026-03-12,Thursday,Emergency,Analgesics,OXYNORM INSTANT 5MG,No,87,No,12,5,2,0.6,65,97.9,0.8,3.2
2026-03-12,Thursday,Emergency,Anticoagulants,CLEXANE 40MG,No,61,Yes,29,10,2,1.4,55,98.6,2.7,5.5
2026-03-12,Thursday,Emergency,Respiratory,DUOVENT 4ML,No,31,No,36,13,2,0.5,71,95.0,2.0,6.8
2026-03-12,Thursday,Emergency,Perfusions/IV,GLUCOSE 5% 100ML,No,60,No,54,14,2,0.5,59,96.6,0,3.2
2026-03-12,Thursday,Geriatrics,Analgesics,OXYNORM INSTANT 5MG,No,30,No,26,2,2,7.1,43,95.1,3.0,5.0
2026-03-12,Thursday,Geriatrics,Cardiovascular,BISOPROLOL VI 5MG,No,90,No,51,8,2,4.3,32,97.6,1.3,3.0
2026-03-12,Thursday,Geriatrics,Anticoagulants,ELIQUIS 5MG,No,53,No,33,3,2,5.2,44,94.8,1.6,1.1
2026-03-12,Thursday,Geriatrics,Diuretics,FUROSEMIDE EG 40MG,No,84,No,34,5,2,4.9,22,99.5,1.1,3.5
2026-03-12,Thursday,Geriatrics,Antidiabetics,JARDIANCE 10MG,No,80,No,41,3,2,7.2,38,97.7,1.8,2.8
2026-03-12,Thursday,Geriatrics,Gastro/Digestive,BUSCOPAN 10MG,No,54,No,62,4,2,5.1,37,99.6,2.0,6.1
2026-03-12,Thursday,Geriatrics,Perfusions/IV,GLUCOSE 5% 250ML,No,57,No,49,6,2,7.5,26,99.9,1.3,2.3
2026-03-12,Thursday,Pneumology,Antibiotics,FLUCLOXACILLINE FK 2G,No,56,No,44,6,2,4.7,30,99.6,0.3,1.3
2026-03-12,Thursday,Pneumology,Cardiovascular,LIPITOR 40MG,No,28,No,21,4,2,2.6,40,99.0,1.8,4.2
2026-03-12,Thursday,Pneumology,Anticoagulants,CLEXANE 60MG,No,100,No,34,8,2,4.4,31,98.3,0.4,4.3
2026-03-12,Thursday,Pneumology,Respiratory,ACETYLCYSTEINE EG 600MG,No,66,No,34,7,2,1.9,34,98.4,1.1,5.7
2026-03-12,Thursday,Pneumology,Gastro/Digestive,PRIMPERAN 10MG,No,77,No,35,6,2,3.4,28,94.5,0.8,2.4
2026-03-12,Thursday,Gastro,Analgesics,MORPHINE HCL 10MG,No,84,No,24,4,2,0.8,21,98.6,1.5,0
2026-03-12,Thursday,Gastro,Cardiovascular,BISOPROLOL VI 5MG,No,95,No,27,4,2,3.4,31,98.6,1.7,7.9
2026-03-12,Thursday,Gastro,Anticoagulants,CLEXANE 40MG,No,49,No,17,5,2,1.5,30,99.9,2.3,6.5
2026-03-12,Thursday,Gastro,Diuretics,HYGROTON 50MG,No,70,No,17,5,2,2.4,32,93.9,2.0,3.3
2026-03-12,Thursday,Gastro,Respiratory,DUOVENT 4ML,No,62,No,22,2,2,1.9,33,94.5,2.3,1.6
2026-03-12,Thursday,Gastro,Neurology/Psych,SEDISTRESS 200MG,No,98,No,46,13,2,1.6,33,100,2.9,1.6
2026-03-12,Thursday,Gastro,Gastro/Digestive,PRIMPERAN 10MG,No,22,No,42,11,2,2.0,30,98.6,0.7,3.1
